Unnamed: 0,Month,Workingday,Temperature,Temp2,Humidity,Windspeed,Season_1,Season_2,Season_3,Season_4,Weathersit_1,Weathersit_2,Weathersit_3,Holiday_0,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,Count
35,2,0,0.233333,0.243058,0.929167,0.161079,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1005
36,2,0,0.285833,0.291671,0.568333,0.1418,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1623
37,2,1,0.271667,0.303658,0.738333,0.045408300000000006,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1712
38,2,1,0.220833,0.198246,0.537917,0.36195,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1530
39,2,1,0.134783,0.144283,0.494783,0.188839,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1605
40,2,1,0.144348,0.149548,0.437391,0.221935,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1538
41,2,1,0.189091,0.213509,0.506364,0.10855,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1746
42,2,0,0.2225,0.232954,0.544167,0.203367,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1472
43,2,0,0.316522,0.324113,0.457391,0.260883,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1589
44,2,1,0.415,0.39835,0.375833,0.38061125,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1913
45,2,1,0.266087,0.254274,0.314348,0.291374,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1815
46,2,1,0.318261,0.3162,0.423478,0.251791,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2115
47,2,1,0.435833,0.428658,0.505,0.230104,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2475
48,2,1,0.521667,0.511983,0.516667,0.264925,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2927
49,2,0,0.399167,0.391404,0.20468725,0.38061125,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1635
50,2,0,0.285217,0.27733,0.407826,0.223235,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1812
51,2,0,0.303333,0.284075,0.605,0.307846,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1107
52,2,1,0.182222,0.186033,0.577778,0.195683,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1450
53,2,1,0.221739,0.245717,0.423043,0.094113,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1917
54,2,1,0.295652,0.289191,0.697391,0.250496,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1807
55,2,1,0.364348,0.350461,0.712174,0.346539,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1461
56,2,0,0.2825,0.282192,0.537917,0.186571,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1969
57,2,0,0.343478,0.351109,0.68,0.125248,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2402
58,2,1,0.407273,0.400118,0.8763639999999999,0.289686,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1446
59,3,1,0.266667,0.263879,0.535,0.216425,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1851
60,3,1,0.335,0.320071,0.449583,0.307833,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2134
61,3,1,0.198333,0.200133,0.318333,0.225754,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1685
62,3,1,0.261667,0.255679,0.610417,0.203346,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1944
63,3,0,0.384167,0.378779,0.789167,0.251871,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2077
64,3,0,0.376522,0.366252,0.948261,0.343287,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,605
65,3,1,0.261739,0.238461,0.551304,0.341352,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1872
66,3,1,0.2925,0.3024,0.420833,0.12065,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2133
67,3,1,0.295833,0.286608,0.775417,0.22015,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1891
68,3,1,0.389091,0.385668,0.20468725,0.261877,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,623
69,3,1,0.316522,0.305,0.649565,0.23297,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1977
70,3,0,0.329167,0.32575,0.594583,0.220775,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2132
71,3,0,0.384348,0.380091,0.5273909999999999,0.270604,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2417
72,3,1,0.32521700000000003,0.332,0.496957,0.136926,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2046
73,3,1,0.317391,0.318178,0.655652,0.184309,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2056
74,3,1,0.365217,0.36693,0.776522,0.203117,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2192
75,3,1,0.415,0.410333,0.602917,0.209579,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2744
76,3,1,0.54,0.5270090000000001,0.525217,0.231017,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3239
77,3,0,0.4725,0.466525,0.379167,0.368167,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3117
78,3,0,0.3325,0.32575,0.47375,0.207721,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2471
79,3,1,0.430435,0.409735,0.737391,0.288783,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2077
80,3,1,0.441667,0.440642,0.624583,0.22575,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2703
81,3,1,0.346957,0.337939,0.839565,0.234261,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2121
82,3,1,0.285,0.270833,0.805833,0.243787,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1865
83,3,1,0.264167,0.256312,0.495,0.230725,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2210
84,3,0,0.265833,0.257571,0.394167,0.209571,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2496
85,3,0,0.253043,0.250339,0.493913,0.1843,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1693
86,3,1,0.264348,0.257574,0.302174,0.212204,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2028
87,3,1,0.3025,0.292908,0.31416700000000003,0.226996,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2425
88,3,1,0.3,0.29735,0.646667,0.172888,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1536
89,3,1,0.268333,0.257575,0.918333,0.217646,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1685
90,4,1,0.3,0.283454,0.68625,0.258708,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2227
91,4,0,0.315,0.315637,0.65375,0.197146,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2252
92,4,0,0.378333,0.378767,0.48,0.182213,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3249
93,4,1,0.573333,0.542929,0.42625,0.38061125,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3115
94,4,1,0.414167,0.39835,0.642083,0.38061125,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1795
95,4,1,0.390833,0.387608,0.470833,0.263063,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2808
96,4,1,0.4375,0.433696,0.602917,0.16231199999999998,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3141
97,4,1,0.335833,0.324479,0.83625,0.226992,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1471
98,4,0,0.3425,0.341529,0.8775,0.13308299999999998,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2455
99,4,0,0.426667,0.426737,0.8575,0.146767,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2895
100,4,1,0.5956520000000001,0.565217,0.716956,0.324474,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3348
101,4,1,0.5025,0.493054,0.739167,0.274879,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2034
102,4,1,0.4125,0.417283,0.819167,0.25061700000000003,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2162
103,4,1,0.4675,0.462742,0.540417,0.1107,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3267
104,4,0,0.446667,0.441913,0.67125,0.226375,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3126
105,4,0,0.430833,0.425492,0.888333,0.340808,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,795
106,4,0,0.456667,0.445696,0.479583,0.303496,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3744
107,4,1,0.5125,0.503146,0.5425,0.16356700000000002,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3429
108,4,1,0.505833,0.489258,0.665833,0.157971,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3204
109,4,1,0.595,0.564392,0.614167,0.241925,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3944
110,4,1,0.459167,0.453892,0.407083,0.325258,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4189
111,4,1,0.336667,0.321954,0.729583,0.219521,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1683
112,4,0,0.46,0.450121,0.887917,0.230725,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4036
113,4,0,0.581667,0.551763,0.810833,0.192175,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4191
114,4,1,0.606667,0.5745,0.776667,0.185333,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4073
115,4,1,0.631667,0.594083,0.729167,0.3265,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4400
116,4,1,0.62,0.575142,0.835417,0.3122,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3872
117,4,1,0.6175,0.578929,0.700833,0.320908,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4058
118,4,1,0.51,0.497463,0.457083,0.240063,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4595
119,4,0,0.4725,0.464021,0.503333,0.235075,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5312
120,5,0,0.451667,0.448204,0.762083,0.106354,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3351
121,5,1,0.549167,0.532833,0.73,0.183454,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,4401
122,5,1,0.616667,0.582079,0.697083,0.342667,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4451
123,5,1,0.414167,0.40465,0.737083,0.328996,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2633
124,5,1,0.459167,0.441917,0.444167,0.295392,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4433
125,5,1,0.479167,0.474117,0.59,0.228246,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4608
126,5,0,0.52,0.512621,0.54125,0.16045,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4714
127,5,0,0.5283329999999999,0.518933,0.631667,0.0746375,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4333
128,5,1,0.5325,0.525246,0.58875,0.17600000000000002,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4362
129,5,1,0.5325,0.522721,0.489167,0.115671,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4803
130,5,1,0.5425,0.5284,0.632917,0.120642,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4182
131,5,1,0.535,0.523363,0.7475,0.189667,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4864
132,5,1,0.5125,0.4943,0.863333,0.179725,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4105
133,5,0,0.520833,0.500629,0.9225,0.13495,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3409
134,5,0,0.5625,0.536,0.867083,0.152979,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4553
135,5,1,0.5775,0.550512,0.787917,0.126871,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3958
136,5,1,0.561667,0.538529,0.837917,0.277354,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4123
137,5,1,0.55,0.527158,0.87,0.201492,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3855
138,5,1,0.530833,0.510742,0.829583,0.10821300000000003,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4575
139,5,1,0.536667,0.529042,0.719583,0.125013,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4917
140,5,0,0.6025,0.571975,0.626667,0.12065,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5805
141,5,0,0.604167,0.5745,0.749583,0.148008,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4660
142,5,1,0.631667,0.590296,0.81,0.233842,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,4274
143,5,1,0.66,0.604813,0.740833,0.207092,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4492
144,5,1,0.660833,0.615542,0.69625,0.15423299999999998,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4978
145,5,1,0.708333,0.654688,0.6775,0.199642,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4677
146,5,1,0.681667,0.637008,0.65375,0.240679,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4679
147,5,0,0.655833,0.612379,0.729583,0.230092,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4758
148,5,0,0.6675,0.61555,0.81875,0.213938,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4788
149,5,0,0.733333,0.671092,0.685,0.131225,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4098
150,5,1,0.775,0.725383,0.636667,0.111329,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3982
151,6,1,0.764167,0.720967,0.677083,0.207092,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3974
152,6,1,0.715,0.643942,0.305,0.292287,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4968
153,6,1,0.62,0.587133,0.354167,0.253121,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5312
154,6,0,0.635,0.594696,0.45625,0.123142,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5342
155,6,0,0.648333,0.616804,0.6525,0.138692,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4906
156,6,1,0.678333,0.621858,0.6,0.121896,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4548
157,6,1,0.7075,0.65595,0.597917,0.187808,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4833
158,6,1,0.775833,0.727279,0.6220829999999999,0.136817,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4401
159,6,1,0.808333,0.757579,0.568333,0.149883,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3915
160,6,1,0.755,0.703292,0.605,0.14055399999999998,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4586
161,6,0,0.725,0.678038,0.654583,0.15485,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4966
162,6,0,0.6925,0.643325,0.747917,0.16356700000000002,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4460
163,6,1,0.635,0.601654,0.494583,0.30535,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5020
164,6,1,0.604167,0.591546,0.507083,0.269283,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4891
165,6,1,0.626667,0.587754,0.471667,0.16791199999999998,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,5180
166,6,1,0.628333,0.595346,0.688333,0.206471,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3767
167,6,1,0.649167,0.600383,0.735833,0.143029,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4844
168,6,0,0.696667,0.643954,0.670417,0.119408,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5119
169,6,0,0.699167,0.645846,0.666667,0.102,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4744
170,6,1,0.635,0.595346,0.74625,0.155475,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,4010
171,6,1,0.680833,0.637646,0.770417,0.171025,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4835
172,6,1,0.733333,0.693829,0.7075,0.172262,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4507
173,6,1,0.728333,0.693833,0.703333,0.238804,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4790
174,6,1,0.724167,0.656583,0.573333,0.222025,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4991
175,6,0,0.695,0.643313,0.483333,0.209571,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5202
176,6,0,0.68,0.637629,0.513333,0.0945333,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,5305
177,6,1,0.6825,0.637004,0.658333,0.10758800000000003,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,4708
178,6,1,0.744167,0.692558,0.634167,0.144283,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4648
179,6,1,0.728333,0.654688,0.497917,0.261821,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5225
180,6,1,0.696667,0.637008,0.434167,0.185312,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,5515
181,7,1,0.7225,0.652162,0.39625,0.102608,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5362
182,7,0,0.738333,0.667308,0.444583,0.11506199999999997,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5119
183,7,0,0.716667,0.668575,0.6825,0.228858,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4649
184,7,0,0.726667,0.665417,0.637917,0.08147919999999999,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,6043
185,7,1,0.746667,0.696338,0.590417,0.12625799999999998,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4665
186,7,1,0.72,0.685633,0.743333,0.149883,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4629
187,7,1,0.75,0.686871,0.65125,0.1592,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4592
188,7,1,0.709167,0.6704829999999999,0.757917,0.225129,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4040
189,7,0,0.733333,0.664158,0.609167,0.16791199999999998,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5336
190,7,0,0.7475,0.690025,0.578333,0.183471,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4881
191,7,1,0.7625,0.729804,0.635833,0.282337,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4086
192,7,1,0.794167,0.739275,0.559167,0.200254,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4258
193,7,1,0.746667,0.689404,0.631667,0.146133,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4342
194,7,1,0.680833,0.635104,0.47625,0.240667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,5084
195,7,1,0.663333,0.624371,0.59125,0.182833,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5538
196,7,0,0.686667,0.638263,0.585,0.208342,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5923
197,7,0,0.719167,0.669833,0.604167,0.245033,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,5302
198,7,1,0.746667,0.703925,0.65125,0.215804,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4458
199,7,1,0.776667,0.747479,0.650417,0.1306,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4541
200,7,1,0.768333,0.74685,0.707083,0.113817,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4332
201,7,1,0.815,0.826371,0.69125,0.222021,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3784
202,7,1,0.848333,0.8408959999999999,0.580417,0.1331,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3387
203,7,0,0.849167,0.804287,0.5,0.131221,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3285
204,7,0,0.83,0.794829,0.550833,0.16917100000000002,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3606
205,7,1,0.743333,0.720958,0.757083,0.0908083,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3840
206,7,1,0.771667,0.696979,0.540833,0.200258,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4590
207,7,1,0.775,0.690667,0.402917,0.183463,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4656
208,7,1,0.779167,0.7399,0.583333,0.178479,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4390
209,7,1,0.838333,0.785967,0.5425,0.174138,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3846
210,7,0,0.804167,0.728537,0.465833,0.168537,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4475
211,7,0,0.805833,0.729796,0.480833,0.16481300000000002,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4302
212,8,1,0.771667,0.703292,0.550833,0.156717,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4266
213,8,1,0.783333,0.707071,0.49125,0.20585,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4845
214,8,1,0.731667,0.679937,0.6575,0.13558299999999998,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3574
215,8,1,0.71,0.664788,0.7575,0.19715,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4576
216,8,1,0.710833,0.656567,0.630833,0.184696,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4866
217,8,0,0.716667,0.676154,0.755,0.22825,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4294
218,8,0,0.7425,0.715292,0.7529170000000001,0.201487,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3785
219,8,1,0.765,0.703283,0.592083,0.192175,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4326
220,8,1,0.775,0.724121,0.570417,0.151121,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4602
221,8,1,0.766667,0.684983,0.424167,0.200258,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4780
222,8,1,0.7175,0.651521,0.42375,0.164796,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4792
223,8,1,0.708333,0.654042,0.415,0.125621,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4905
224,8,0,0.685833,0.645858,0.729583,0.211454,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4150
225,8,0,0.676667,0.624388,0.8175,0.222633,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3820
226,8,1,0.665833,0.616167,0.712083,0.208954,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4338
227,8,1,0.700833,0.645837,0.578333,0.236329,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4725
228,8,1,0.723333,0.666671,0.575417,0.14366700000000002,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4694
229,8,1,0.711667,0.662258,0.654583,0.233208,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3805
